OBJECTID,CODE,TYPELOCAL,NOM,SERV_ECOLE,SERV_POSTE,SERV_DOUAN,SERV_GENDA,SERV_HOPIT,SERV_INFR_,SERV_MUSUL,SERV_CHRET,SERV_CHAT_,SERV_PT_EA,SERV_ANT_H,SERV_EOLIE,SERV_PUITS,THEME,PAYS,IDUU,longitude,latitude
"671","4600090","8",Kanioubé,"1","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,1c1e6517-2a21-4e56-af87-8e02e5f3c3b0,687318.0000000,1502470.0000000
"672","4600090","8",Koussalang,"0","0","0","0","0","0","0","0","1","0","0","0","0",LA,SN,b9814ef6-35b3-4e95-a593-40f582b16d71,557914.0000000,1502708.0000000
"673","4600090","8",Bokolako,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,9cd8a57b-2ab7-4979-9003-07d291009708,766169.0000000,1505707.0000000
"674","4600090","8",Laminéa,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,337a413c-3101-4eca-9f1d-bcb008240c4b,821910.0000000,1506435.0000000
"675","4600090","8",Douta Bassi,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,55bb1601-13e1-4b67-8ba3-09f225682423,606297.0000000,1506711.0000000
"676","4600090","8",Gouta,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,85b0fff7-a174-4833-a0b0-81799de90639,747087.0000000,1507216.0000000
"677","4600090","8",Goudé Seyni,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,cb03e7b3-e874-4852-afe6-a67561d2e113,717295.0000000,1507301.0000000
"678","4600090","8",Kothié,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,2a63a82a-7341-4e1a-adf3-61da4c1bf522,740767.0000000,1508559.0000000
"679","4600090","8",Bala Foulbé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,1537c6f6-5157-4c9a-aee4-a4c25df6121a,706878.0000000,1508625.0000000
"680","4600090","6",Niani Toucouleur (Silamé),"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,65e66db6-15b8-485c-8a82-d72b8851044b,558302.0000000,1508774.0000000
"681","4600090","8",Fadiyakounda,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,47dc7e3d-776e-4d4b-a26c-cdffd2886acb,591037.0000000,1509852.0000000
"682","4600090","8",Sotokoto Boulou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,475dce1f-e3b9-4a75-bd37-95364eeff1fb,638174.0000000,1510468.0000000
"683","4600090","8",Konkotou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6cf00a65-6a67-47e6-9e49-bf2fd9eb2064,814734.0000000,1511180.0000000
"684","4600090","8",Mbaro,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6de74a40-8530-4394-8f45-0b68e5a87436,525260.0000000,1511239.0000000
"685","4600090","8",Sonfara,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e28e13c8-c05d-4d0b-8ff5-7ed70bf8b747,804789.0000000,1511251.0000000
"686","4600060","6",Komoti,"0","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,479407bd-7e11-4b53-8cc8-6f1c65a67811,725340.0000000,1511415.0000000
"687","4600090","8",Dalafi,"1","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,d69f83dc-c88e-42e7-b4b1-af5f236f7952,781049.0000000,1511481.0000000
"688","4600090","8",Koutango,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,e95bc7dc-36c8-4e6b-9664-2d211b0ab510,384045.0000000,1511552.0000000
"689","4600050","4",Dianké Makan,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,e3a145aa-2751-4c1f-be98-a3b62fa0b080,753035.0000000,1513364.0000000
"690","4600090","8",Oundoudou Makan,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,2a373738-bd3c-49a2-a825-62c0456c021d,659589.0000000,1513599.0000000
"691","4600090","8",Kountouata,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7eb3470d-bf8a-4df1-9ab0-80d653e763ea,544363.0000000,1515516.0000000
"692","4600090","8",Noumouyél,"1","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,a74b8b7f-c33a-4f45-9eb3-6ddfd57dd219,676055.0000000,1515556.0000000
"693","4600090","8",Tourékounda,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9e5a79d0-9944-4b10-87d5-4dbc164fc66a,791297.0000000,1516461.0000000
"694","4600090","8",Diounkoré Kounto Diombo,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,4b5e9889-ceb8-4473-96ff-e9c35b62e985,643324.0000000,1516929.0000000
"695","4600090","8",Ngayéne Tiébo,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c5b11281-5271-4377-aa00-6c8fd05adda6,355776.0000000,1517420.0000000
"696","4600090","8",Diélmon,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9ef4b040-4207-491e-9d93-f7cf926394fd,347069.0000000,1518007.0000000
"697","4600090","8",Demba Koli,"0","0","0","0","0","0","1","0","0","0","1","0","0",LA,SN,edcbea0d-8a41-4fd6-aa4e-704e58b316a8,731347.0000000,1522501.0000000
"698","4600090","8",Maka Gouye,"1","0","1","0","0","1","1","0","0","1","1","0","0",LA,SN,b230fd3d-208d-4ca9-a101-8e7024560a74,505380.0000000,1526080.0000000
"699","4600090","8",Botou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,54143e65-3ae5-48a6-9809-6c91bc20cdf1,653529.0000000,1526910.0000000
"700","4600090","8",Soutouta,"1","0","0","0","0","1","1","0","0","0","1","0","0",LA,SN,1185dba0-db2d-4472-8fb5-e43ce6563c82,746875.0000000,1527113.0000000
"701","4600090","8",Ndakhar-Poste,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,446c4bea-82f3-422b-bb72-892ada5e8471,467420.0000000,1527840.0000000
"702","4600090","8",Lounti,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9cd4d0ac-3317-4dde-8f7f-e964420bce52,712926.0000000,1529247.0000000
"703","4600060","6",K. Mandongo,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,d2e0354c-0edd-4b87-998d-707e5948d595,380888.0000000,1530290.0000000
"704","4600090","8",Ndiao Bambali,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,a4291722-5d69-49aa-9b3c-60d22eff3941,440893.0000000,1531596.0000000
"705","4600060","6",Madina Foulbé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,753c08ed-23ba-4955-af8a-11bd77c2a282,815498.0000000,1533353.0000000
"706","4600090","8",Naoudé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,20b68705-d581-4ec8-bcda-0e3880975d49,678463.0000000,1534820.0000000
"707","4600090","8",Mâyél Dibi,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d873ae20-9e0a-4804-b206-7f128e7499dc,646652.0000000,1535128.0000000
"708","4600090","8",Sinthiou Mayél,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c615509a-40bb-49a9-b29e-f31e606374e9,641672.0000000,1535970.0000000
"709","4600090","8",Bankouba,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,896ad503-f3bf-4758-9d2d-519aca61f72d,793565.0000000,1536198.0000000
"710","4600060","6",Kotiari Naoudé,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,1c53940d-af3e-43bf-9528-e7b48e62bbb1,667050.0000000,1536624.0000000
"711","4600090","8",Dakadougal,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,de4f6ec9-e516-4323-af71-5d3008065b7e,728367.0000000,1537016.0000000
"712","4600060","6",Paskoto,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9fe862f3-b58a-4c08-b5ca-330f298c92b2,585332.0000000,1538622.0000000
"713","4600090","8",Diélani,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,9e12c701-cff6-4c74-a8b4-85931c6f5bfd,749116.0000000,1539303.0000000
"714","4600090","8",Sansanding,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,e8973ab5-cc7f-4d6e-a8af-89e4747011e8,801087.0000000,1541834.0000000
"715","4600050","4",Katekel,"1","0","0","0","0","0","0","0","1","0","0","0","0",LA,SN,45e173fd-8c65-4332-a37e-ddf85b9e6b2d,452141.0000000,1542906.0000000
"716","4600090","8",Mbaye Mbaye,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,495bc5eb-68ad-48f0-b471-3938b01b928b,495037.0000000,1545097.0000000
"717","4600090","8",Goundiour,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,7ac00755-c61b-49b4-bf95-5adf80dd7e8c,561451.0000000,1545556.0000000
"718","4600060","6",Tomboura,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,92481ffd-8db4-450c-93ca-a7b9165faa7f,800690.0000000,1545886.0000000
"719","4600090","8",Palmarin Diakhanor,"1","0","0","0","0","0","1","1","0","0","0","0","0",LA,SN,1e1ac7d2-0d45-405c-a70d-dc1d8dcf14ae,309567.0000000,1546001.0000000
"720","4600090","8",Bodé,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,362c4a53-d0eb-4d6e-83da-6d33a1e871f5,732257.0000000,1546011.0000000
"721","4600090","8",Talibadji,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,c986ac48-9d48-4bfe-8835-a17504f5c21e,756679.0000000,1546291.0000000
"722","4600090","8",K. Diâbél,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ffea523a-9848-47f2-b942-5f6e18e2335f,415754.0000000,1546362.0000000
"723","4600090","8",Didé,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,60e3b97b-b45e-479d-818c-5286c8357eb5,786947.0000000,1546474.0000000
"724","4600090","8",Ndiobéne,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,0b31875d-3ea9-4551-b73f-88ac91610fbe,671163.0000000,1548789.0000000
"725","4600090","8",Ndiaré,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,b1c13b52-0245-4124-b9f3-b929caeaf757,583044.0000000,1549775.0000000
"726","4600090","8",Koutiakoto,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,016089dd-4349-4b16-b2d1-4971681bf62c,609633.0000000,1550301.0000000
"727","4600090","8",Félane,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,ef3d20a2-e59b-4085-aa37-c5412e563597,344129.0000000,1551142.0000000
"728","4600090","8",Mbelbouk,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,1ac47aaf-ff12-41b9-ab16-51574f01b53e,457443.0000000,1551526.0000000
"729","4600090","8",Guent Vélingara,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,65bf127e-9235-4f9f-9f93-a85b12d26ae1,570216.0000000,1552695.0000000
"730","4600090","8",Koudi,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,319d593b-02c2-45a9-bc35-7331d4802b8a,741363.0000000,1552762.0000000
"731","4600090","8",Mar Lodj,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,67308c47-7733-4bc2-9c5d-0dd9babb0db8,318711.0000000,1553194.0000000
"732","4600090","8",Kawil,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ee5301f0-8fb7-4d00-bfb4-0fdd3fe2bbe2,386588.0000000,1553788.0000000
"733","4600090","8",Sibi Nokho,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,60c381a9-1589-441d-8c08-5682fb0b13c1,530519.0000000,1554496.0000000
"734","4600090","8",Ndangane Campement,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,220c323d-13c2-44c5-9b5f-642b40e7bfc1,317512.0000000,1556628.0000000
"735","4600060","6",Ndam,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,04f55841-9719-44cd-b1f7-5e080d72e727,545439.0000000,1557110.0000000
"736","4600090","8",Kolomba,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,75a1a40e-4ce6-4a34-bda8-28f70d9c1299,613991.0000000,1557778.0000000
"737","4600050","4",Sâgna,"1","0","0","0","0","0","0","0","1","0","0","0","0",LA,SN,399c3f0a-1df3-47af-beb3-e85a1cf46404,458484.0000000,1557964.0000000
"738","4600090","8",Demba Mba,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c14b671b-64e0-4d40-b380-7045e39290d1,658806.0000000,1558273.0000000
"739","4600050","4",Bouinguel Bamba,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,bd472e14-b426-43f0-b9c5-565eb428fa4d,723180.0000000,1559305.0000000
"740","4600090","8",Barkatou,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,625f7176-e607-4df3-b81b-37b9f9c309ed,643311.0000000,1559648.0000000
"741","4600090","8",Doulouyabé,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,980f6cb2-a297-4e97-805e-b5fd17db0067,758220.0000000,1560011.0000000
"742","4600090","8",Sitabanta,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d8d30310-da15-4fba-aae8-4b7db6ce9f4f,801887.0000000,1561537.0000000
"743","4600090","8",Gouye Diaraf,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,a1bb57c4-d7c0-47fc-abf6-593ac6ffc1c7,519461.0000000,1561969.0000000
"744","4600060","6",Koutia Gaïdi,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,0ea336b2-0a3b-43eb-ac26-bb13536c9bc7,587920.0000000,1562312.0000000
"745","4600050","4",Keur Mbouki,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,2b863051-fe6a-457c-bea9-cd7bca10e6c3,410509.0000000,1563011.0000000
"746","4600060","6",Koussane,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,2a60269f-20d2-490f-a936-69a326b6ccfd,775992.0000000,1563795.0000000
"747","4600090","8",Nangana,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d6660538-fab4-4a43-bc3e-0eb4487a6d82,711567.0000000,1566337.0000000
"748","4600090","8",Takoutala,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,d6b9b27d-fb7a-481e-ab7c-afaa2789b249,798094.0000000,1566537.0000000
"749","4600050","4",Koutiaba Wolof,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,3f2d76c9-8234-4525-a6e3-83ada14fe431,559777.0000000,1567471.0000000
"750","4600090","8",Ndodj,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,eb024744-3b8e-467a-86fe-098162237d8c,453023.0000000,1568484.0000000
"751","4600090","8",Bantambali,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,1934c7a2-5075-415a-8a07-92b71af333ac,693819.0000000,1568537.0000000
"752","4600090","8",Malém Ba,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,54d00d44-206c-4e7d-8695-5bcafd5d629e,574021.0000000,1569090.0000000
"753","4600090","8",Ngouye Diéri,"1","0","0","0","0","0","0","0","1","0","0","0","0",LA,SN,f5f6343b-f2b1-4cf8-90c5-1e7fde10be71,511278.0000000,1570283.0000000
"754","4600090","8",Ngazobil,"1","0","0","0","0","0","0","1","0","0","0","0","0",LA,SN,3dc92a68-5d0d-4095-9c28-56caa3cb4bb8,298657.0000000,1570833.0000000
"755","4600090","8",Malém,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,ab7e5491-6563-4752-a8a6-e297bbbdc026,669201.0000000,1572350.0000000
"756","4600060","6",Khélkom,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,760ff933-f15a-4844-a97e-f2c6ff2ce86b,385108.0000000,1572616.0000000
"757","4600060","6",Touba Mbéla,"1","0","0","0","0","0","0","0","1","0","1","0","0",LA,SN,58281f33-4b13-4931-8453-ecf374b5e850,426364.0000000,1573272.0000000
"758","4600090","8",Faoye,"1","0","0","0","0","1","0","0","0","0","1","0","0",LA,SN,83b6cec9-28ed-42ad-8a28-157d15a9bf61,330041.0000000,1573532.0000000
"759","4600060","6",Sintiou Bokar Ali,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ea052aba-fc7c-4ab4-980c-09aaff79a3cd,654227.0000000,1573713.0000000
"760","4600090","8",Sambakolo,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,52f0d556-caad-4d85-90a2-2a1dcfbfa34b,782719.0000000,1573988.0000000
"761","4600090","8",Delbi,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,474af84f-3976-4580-8f70-371e833cf713,467288.0000000,1574119.0000000
"762","4600090","8",Pâfa,"1","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,066a9ce1-03d3-4698-98ca-f57ced245959,490772.0000000,1574154.0000000
"763","4600090","8",Mbodiène Wolof,"1","0","0","0","0","1","1","1","0","0","1","0","0",LA,SN,fde6f878-afbd-46f2-9aea-2112567376d1,298547.0000000,1575251.0000000
"764","4600090","8",Ouro Séano,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,449b505a-6da9-40ed-9787-dfd3ddec68de,634502.0000000,1577141.0000000
"765","4600090","8",Koutenabé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c6fdecf0-2c21-4310-9fbf-1c980d5bb017,765199.0000000,1577683.0000000
"766","4600060","6",Sintiou Mamadou Boubou,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,ca2baf23-5e28-4e50-8184-128509fee667,736642.0000000,1579526.0000000
"767","4600090","8",Fayil,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,874587b3-4cb7-4d34-8d74-be3ead81f173,339745.0000000,1580128.0000000
"768","4600060","6",Ndiobène,"1","0","0","0","0","1","1","0","1","0","0","0","0",LA,SN,bd960b67-1dfa-4676-950d-047b93eb9431,479894.0000000,1580389.0000000
"769","4600090","8",Panal Diadié,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,edb5e443-952a-41f1-8697-d30af2b77811,560912.0000000,1581104.0000000
"770","4600090","8",Léwa Diofoulbé,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,07f63008-fb16-4128-a808-400b5dc61c8b,747510.0000000,1581589.0000000
"771","4600090","8",Doundé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,4583eb71-0d3b-4fad-85db-bd86bba98ff8,798076.0000000,1582520.0000000
"772","4600090","8",Ndiarmane,"1","0","0","0","0","1","1","1","0","0","0","0","0",LA,SN,c1cdefba-0c34-4e4e-bfa7-cdd2de8ec961,300576.0000000,1582606.0000000
"773","4600090","8",Bélé Mbal,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,6529df9c-8f52-4b14-b97e-1e87444761ce,711934.0000000,1583543.0000000
"774","4600090","8",Boké,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d5416da0-2abc-40cd-b7d5-137f49c45a82,689402.0000000,1584196.0000000
"775","4600090","8",Séoudji,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,1eea0ffe-3cb1-4a7e-abc3-d762779c6a83,776622.0000000,1584473.0000000
"776","4600090","8",Darou Salam,"0","0","0","0","0","1","0","0","1","0","0","0","0",LA,SN,80ea4264-cbcd-4244-b95c-eb9d7120991f,541674.0000000,1585172.0000000
"777","4600090","8",Lofé,"1","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,3ae2b276-a836-4313-a21a-4ac7dd7d8672,601938.0000000,1586267.0000000
"778","4600090","8",Nianing,"1","0","0","0","0","1","0","1","0","0","0","0","0",LA,SN,111ee9ad-cacd-4fd3-847e-35ce1c770a32,292134.0000000,1586654.0000000
"779","4600090","8",Gourel Bouli,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,1d38926e-699d-4a2c-af1f-307df4d448e2,774672.0000000,1588768.0000000
"780","4600090","8",Hontorbé,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,d3d8b4e6-dc5f-4919-aee1-d12e75fef6ec,680816.0000000,1589071.0000000
"781","4600090","8",Sénoudébou,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,0429e853-6aef-4016-ac12-dd8866c81f9e,796903.0000000,1589218.0000000
"782","4600050","4",Nguélou,"1","0","0","0","0","1","0","0","1","0","0","0","0",LA,SN,6c743a3c-5ba7-471e-a096-f1772ddc7e20,397085.0000000,1589313.0000000
"783","4600090","8",Parawol,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,9b2a7f6a-53f0-4550-8b36-2f638515cbb7,628568.0000000,1589547.0000000
"784","4600090","8",Sintiou Tapsirou,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,153f6b77-c2ca-4820-9e39-68e074eeb09e,734738.0000000,1590522.0000000
"785","4600090","8",Dinndédié,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,620f9de0-69ae-489e-92f5-495155824217,672455.0000000,1590550.0000000
"786","4600090","8",Bandié,"1","0","0","0","0","1","0","0","1","0","1","0","0",LA,SN,6dc66d1b-bdd1-4a6b-b207-0c2fd5d75a5f,438856.0000000,1594639.0000000
"787","4600090","8",Nayé,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,b63136b6-e281-447d-8375-c456d8f4303f,801351.0000000,1595841.0000000
"788","4600090","8",Loumbol,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,bfe0b61f-4f71-4120-b3aa-d638d3197422,501057.0000000,1595901.0000000
"789","4600060","6",Payar,"0","0","0","0","0","0","0","0","1","0","1","0","0",LA,SN,5d11321b-00d9-4544-b2a7-7a1384747e20,554866.0000000,1596193.0000000
"790","4600060","6",Sali Portudal,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,9caa7f72-442c-4862-96b0-f32a755cbbc5,282417.0000000,1597901.0000000
"791","4600090","8",Loumbi Ali,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,981d9f9b-ca9e-4feb-92fc-e5738d7ac3ad,578551.0000000,1600098.0000000
"792","4600090","8",Sohol,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,2e5c6fed-497f-4adb-b428-7a157d736a5a,739077.0000000,1600161.0000000
"793","4600060","6",Ngaparou,"1","1","0","0","0","1","1","0","0","0","0","0","0",LA,SN,fbd66163-04cc-4dea-ab8d-4c876409b76c,278013.0000000,1600400.0000000
"794","4600090","8",Dinndoudi Seïdi,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,fe1aa82b-629f-47ee-99d8-86286c3b7e89,710258.0000000,1600636.0000000
"795","4600090","8",Mbabane Mouride,"0","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,3ebe7e71-0f79-4d75-8215-9e4f717581c4,473022.0000000,1600997.0000000
"796","4600090","8",Nghar,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,981b9b17-93d2-4cb1-82eb-50f4b604fafb,658127.0000000,1602399.0000000
"797","4600060","6",Somone,"1","0","0","1","0","1","1","0","1","0","0","0","0",LA,SN,150a45ce-bd71-4d00-accb-3632e2099760,275853.0000000,1602706.0000000
"798","4600090","8",Birfal,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,309edc62-0d8d-46f9-8a14-069ed8112461,775254.0000000,1606228.0000000
"799","4600090","8",Djilakh,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,a79ed31f-cf09-4685-9243-5d6b126528d5,296489.0000000,1606524.0000000
"800","4600090","8",Kourou Karané,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,ebac4c7e-a6bc-4db1-8ee1-94b8c5a3852a,637936.0000000,1608095.0000000
"801","4600090","8",Ndoyène,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,28e4ef60-817b-40b2-86ed-7c91e03c6326,390207.0000000,1608471.0000000
"802","4600060","6",Poponguine,"1","1","0","0","0","1","1","1","1","0","1","0","0",LA,SN,5010f1a9-0181-4d93-be94-f5fd43f63b11,272326.0000000,1610205.0000000
"803","4600090","8",Ndia,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,bfbd5f46-7ba7-4f64-adfe-28234ab7326e,742607.0000000,1610505.0000000
"804","4600090","8",Fété Galambi,"1","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,bc00714e-45ef-4446-82c9-8e4b69e4e8dc,775037.0000000,1611406.0000000
"805","4600090","8",Sintiou Dialiguel,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,15dfe4dc-804b-4a08-ba4a-853148166588,801305.0000000,1611758.0000000
"806","4600060","6",Khelcom Diaga,"0","0","0","0","0","0","0","0","1","0","0","0","0",LA,SN,852508e0-f038-4cd9-b287-03b3a3fc83a9,456488.0000000,1614389.0000000
"807","4600060","6",Darou Naïm,"1","0","0","0","0","0","1","0","0","0","0","0","0",LA,SN,020939c0-3214-42b6-95d4-87bf5c6b125a,395664.0000000,1615186.0000000
"808","4600090","8",Toubab Dialaw,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,b84e03a8-b5f0-489b-b05f-1b79000dd3a4,268345.0000000,1615928.0000000
"809","4600090","8",Mboundou Mbaba,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,2a68a66d-0c2b-4b49-8c4e-085077907285,538923.0000000,1616694.0000000
"810","4600090","8",Tionok Sangué,"1","0","0","0","0","1","1","0","0","0","0","0","0",LA,SN,650bb983-aa7a-46a9-af2d-f471eac8f448,527504.0000000,1617984.0000000
"811","4600090","8",Doundé Bagué,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,03b73c4a-b9b6-4eb9-8b91-086050fc4277,723454.0000000,1618802.0000000
"812","4600090","8",Toulékédi,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,ae5da16f-8cd2-4b42-a7c8-ab6fe9c86b27,752593.0000000,1620337.0000000
"813","4600090","8",Lougue Tiékodié,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,c4195e40-3828-4308-98e5-ff0963c60a5b,610295.0000000,1620534.0000000
"814","4600090","8",Bousnakh Got,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,dbbbb529-d440-49e0-8f08-1dbf5231683f,305156.0000000,1620930.0000000
"815","4600090","8",Babinguel,"0","0","0","0","0","0","0","0","0","0","0","0","0",LA,SN,eb1e1fc1-c0e9-46e9-9886-d948031840e1,681176.0000000,1621211.0000000
"816","4600090","8",Kirène,"1","0","0","0","0","1","1","0","0","1","0","0","0",LA,SN,dfc457bc-6c1b-4e41-a989-6c98afbfe1d5,280477.0000000,1621818.0000000
"817","4600090","8",Sarré,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,c7c368fb-b49a-4109-8285-102693fed75c,782940.0000000,1623822.0000000
"818","4600090","8",Sanghé,"1","0","0","0","0","1","1","1","1","0","0","0","0",LA,SN,719ff503-0380-498f-91da-573e334847a6,290775.0000000,1625278.0000000
"819","4600090","8",Boulbi,"1","0","0","0","0","1","0","0","0","0","0","0","0",LA,SN,1ea2adc8-75ed-41f3-8bb0-17b2396d08c6,738927.0000000,1625364.0000000
"820","4600090","8",Mboun,"0","0","0","0","0","0","0","0","0","0","1","0","0",LA,SN,641f21d9-bdf9-4d02-9838-adbe33c00d38,654404.0000000,1625527.0000000
